Controlled by,LABEL,question,answer,context
JV,,What has been developed to guide and support banks in their target setting and implementation journey?,A package of indicators,A package of indicators has been developed for climatechange mitigation and financial health
JV,,How do you include the relevant indicators?,using theindicator code,n the indicatorsin the Annex. Please include the relevant indicators using theindicator code in the following tableImpact area Indicator code ResponseClimate c
JV,,What does NLB Group provide regular sustainability training for all employees?,new green housing loans," training forall employees. Specialised training, such as training onnew green housing loans and other sustainability-relatedproducts, was available throughout t"
JV,,What do banks install to identify and manage environmental and social risks associated with your portfolio?,due diligence processes,risks within your portfolio13?Please describe.Please describe what due diligence processes your banks hasinstalled to identify and manage environmental and soc
JV,,How long has NLB Group been embedding principles of responsible banking into its operations?,Over the past two years,"Over the past two years, NLB Group has started embeddingprinciples of responsible banking in"
JV,,What are some of the things you can do if you want to.,elaborate on challenges,"ssurancePrioritizing actions internallyOther If desired, you can elaborate on challenges and how you aretackling these For more information, please refe"
JV,,What does ICS stand for?,internal control system,"ational units responsible for compliance.Internal control systemThe internal control system ICS is a set of rules, procedures and organisational structures aim"
JV,,How does The Bank comply with the requirements for public disclosure of its inside information?,Byadhering to the rules,Byadhering to the rules The Bank complies with the requirements for public disclosure of its 
JV,,CEO Statement Key Highlights 2022 About This Report NLB Group at a Glance Sustainability Strategy Governance Sustainable Operations,Sustainable Finance and,at aGlanceSustainabilityStrategyGovernanceSustainableOperationsSustainable Finance andRisk ManagementMetrics and TargetsContribution toSocietyAppendices
JV,,How does the Bank ensure management of diversity and mitigation of risks in this respect?,adhering to this policy,"gement as appropriate for the Bank in view of itscharacteristics. By adhering to this policy, the Bank ensures management of diversity and mitigation of risks in "
JV,,What defines strategic risk orientations?,NLB Group Risk Strategy,"ntrol environment, NLB Group reduce the risks to an acceptable level.NLB Group Risk StrategyThe strategy defines strategic risk orientations and constrains NLB G"
JV,,"Business activities in accordance with Business strategy, Risk appetite, Capital management, Budget and financial projections of the Group?",NLB Group Risk Strategy,"ntrol environment, NLB Group reduce the risks to an acceptable level.NLB Group Risk StrategyThe strategy defines strategic risk orientations and constrains NLB G"
JV,,What does NLB mitigate the risks of by adhering to the policy?,damaging its reputation, Groupmitigates the risks in the above-mention areas and the risk of damaging its reputation.
JV,,What do we strive to do?,create better footprints,We strive to create better footprints.As one of our main objectives is improving the quality of life inou
JV,,What other companies are included because their operations have significant and material impact on NLBs operational environmental impact?,NLB and subsidiary banks,"cope 3, excluding Category 15 includes 19 NLBGroup members. Besides NLB and subsidiary banks, assetmanagement, real estate management, leasing and someother com"
JV,,What does SFDR stand for?,financialservices sector, by Regulation2019/2088 on sustainability-related disclosures in the financialservices sector SFDR and its amendments and additions.NLB Skladi complies with thi
JV,,What does NZBA stand for?,NetZero Banking Alliance,Net Zero Business Strategy adhering to requirements of the UNEP FI NetZero Banking Alliance NZBA demonstrating commitment to a low-carboneconomy and financi
JV,,What sets the broader strategic agenda for implementing sustainable elements in the business model and operations group-wide?,Sustainability Framework,cietyAppendicesThree pillars of NLB Group sustainabilityWithin the Sustainability Framework three main pillars of sustainable development are defined whichset t
JV,,What is NLB Groups responsibility to employees?,capabilities development," Responsibility to employees capabilities development,talent retention and development, diversity  inclusion,health and "
JV,,What is the SFDR?,financial servicessector, by Regulation 2019/2088 onsustainability-related disclosures in the financial servicessector SFDR and its amendments and additions. Thecompany complies with th
JV,,What is one way to reduce negative impacts and manage remaining risks?,Sustainability Framework," and for setting NLB Group Sustainability Pillarsin our overaarching Sustainability Framework. Thus, thePrinciples enable the Group to embed sustainability across"
JV,,What is NLB Group committed to aligning with the UN Principles for Responsible Banking?,Sustainability Framework," and for setting NLB Group Sustainability Pillarsin our overaarching Sustainability Framework. Thus, thePrinciples enable the Group to embed sustainability across"
